,image,label
5897,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05898.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05898.tif
5898,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05899.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05899.tif
5899,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05900.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05900.tif
5900,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05901.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05901.tif
5901,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05902.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05902.tif
5902,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05903.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05903.tif
5903,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05904.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05904.tif
5904,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05905.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05905.tif
5905,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05906.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05906.tif
5906,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05907.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05907.tif
5907,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05908.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05908.tif
5908,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05909.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05909.tif
5909,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05910.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05910.tif
5910,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05911.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05911.tif
5911,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05912.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05912.tif
5912,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05913.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05913.tif
5913,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05914.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05914.tif
5914,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05915.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05915.tif
5915,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05916.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05916.tif
5916,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05917.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05917.tif
5917,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05918.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05918.tif
5918,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05919.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05919.tif
5919,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05920.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05920.tif
5920,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05921.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05921.tif
5921,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05922.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05922.tif
5922,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05923.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05923.tif
5923,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05924.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05924.tif
5924,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05925.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05925.tif
5925,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05926.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05926.tif
5926,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05927.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05927.tif
5927,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05928.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05928.tif
5928,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05929.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05929.tif
5929,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05930.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05930.tif
5930,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05931.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05931.tif
5931,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05932.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05932.tif
5932,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05933.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05933.tif
5933,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05934.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05934.tif
5934,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05935.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05935.tif
5935,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05936.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05936.tif
5936,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05937.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05937.tif
5937,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05938.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05938.tif
5938,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05939.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05939.tif
5939,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05940.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05940.tif
5940,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05941.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05941.tif
5941,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05942.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05942.tif
5942,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05943.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05943.tif
5943,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05944.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05944.tif
5944,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05945.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05945.tif
5945,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05946.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05946.tif
5946,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05947.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05947.tif
5947,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05948.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05948.tif
5948,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05949.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05949.tif
5949,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05950.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05950.tif
5950,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05951.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05951.tif
5951,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05952.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05952.tif
5952,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05953.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05953.tif
5953,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05954.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05954.tif
5954,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05955.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05955.tif
5955,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05956.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05956.tif
5956,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05957.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05957.tif
5957,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05958.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05958.tif
5958,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05959.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05959.tif
5959,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05960.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05960.tif
5960,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05961.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05961.tif
5961,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05962.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05962.tif
5962,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05963.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05963.tif
5963,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05964.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05964.tif
5964,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05965.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05965.tif
5965,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05966.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05966.tif
5966,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05967.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05967.tif
5967,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05968.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05968.tif
5968,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05969.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05969.tif
5969,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05970.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05970.tif
5970,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05971.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05971.tif
5971,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05972.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05972.tif
5972,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05973.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05973.tif
5973,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05974.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05974.tif
5974,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05975.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05975.tif
5975,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05976.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05976.tif
5976,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05977.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05977.tif
5977,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05978.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05978.tif
5978,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05979.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05979.tif
5979,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05980.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05980.tif
5980,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05981.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05981.tif
5981,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05982.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05982.tif
5982,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05983.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05983.tif
5983,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05984.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05984.tif
5984,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05985.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05985.tif
5985,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05986.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05986.tif
5986,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05987.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05987.tif
5987,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05988.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05988.tif
5988,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05989.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05989.tif
5989,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05990.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05990.tif
5990,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05991.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05991.tif
5991,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05992.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05992.tif
5992,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05993.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05993.tif
5993,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05994.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05994.tif
5994,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05995.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05995.tif
5995,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05996.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05996.tif
5996,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05997.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05997.tif
5997,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05998.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05998.tif
5998,F:/ISPRS/Creat Datasets/experimental dataset/train/top/05999.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/05999.tif
5999,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06000.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06000.tif
6000,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06001.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06001.tif
6001,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06002.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06002.tif
6002,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06003.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06003.tif
6003,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06004.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06004.tif
6004,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06005.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06005.tif
6005,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06006.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06006.tif
6006,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06007.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06007.tif
6007,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06008.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06008.tif
6008,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06009.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06009.tif
6009,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06010.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06010.tif
6010,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06011.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06011.tif
6011,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06012.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06012.tif
6012,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06013.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06013.tif
6013,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06014.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06014.tif
6014,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06015.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06015.tif
6015,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06016.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06016.tif
6016,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06017.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06017.tif
6017,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06018.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06018.tif
6018,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06019.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06019.tif
6019,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06020.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06020.tif
6020,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06021.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06021.tif
6021,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06022.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06022.tif
6022,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06023.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06023.tif
6023,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06024.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06024.tif
6024,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06025.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06025.tif
6025,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06026.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06026.tif
6026,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06027.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06027.tif
6027,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06028.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06028.tif
6028,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06029.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06029.tif
6029,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06030.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06030.tif
6030,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06031.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06031.tif
6031,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06032.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06032.tif
6032,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06033.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06033.tif
6033,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06034.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06034.tif
6034,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06035.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06035.tif
6035,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06036.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06036.tif
6036,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06037.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06037.tif
6037,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06038.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06038.tif
6038,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06039.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06039.tif
6039,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06040.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06040.tif
6040,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06041.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06041.tif
6041,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06042.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06042.tif
6042,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06043.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06043.tif
6043,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06044.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06044.tif
6044,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06045.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06045.tif
6045,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06046.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06046.tif
6046,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06047.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06047.tif
6047,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06048.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06048.tif
6048,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06049.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06049.tif
6049,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06050.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06050.tif
6050,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06051.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06051.tif
6051,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06052.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06052.tif
6052,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06053.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06053.tif
6053,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06054.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06054.tif
6054,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06055.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06055.tif
6055,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06056.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06056.tif
6056,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06057.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06057.tif
6057,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06058.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06058.tif
6058,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06059.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06059.tif
6059,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06060.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06060.tif
6060,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06061.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06061.tif
6061,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06062.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06062.tif
6062,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06063.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06063.tif
6063,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06064.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06064.tif
6064,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06065.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06065.tif
6065,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06066.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06066.tif
6066,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06067.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06067.tif
6067,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06068.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06068.tif
6068,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06069.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06069.tif
6069,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06070.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06070.tif
6070,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06071.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06071.tif
6071,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06072.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06072.tif
6072,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06073.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06073.tif
6073,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06074.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06074.tif
6074,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06075.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06075.tif
6075,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06076.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06076.tif
6076,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06077.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06077.tif
6077,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06078.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06078.tif
6078,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06079.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06079.tif
6079,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06080.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06080.tif
6080,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06081.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06081.tif
6081,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06082.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06082.tif
6082,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06083.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06083.tif
6083,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06084.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06084.tif
6084,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06085.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06085.tif
6085,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06086.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06086.tif
6086,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06087.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06087.tif
6087,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06088.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06088.tif
6088,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06089.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06089.tif
6089,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06090.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06090.tif
6090,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06091.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06091.tif
6091,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06092.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06092.tif
6092,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06093.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06093.tif
6093,F:/ISPRS/Creat Datasets/experimental dataset/train/top/06094.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/06094.tif
